ev_id,entities_json,hfacs_json,relationships_json,extraction_status
20000110000939I,"[{""text"": ""Failed to Prioritize Attention"", ""role"": ""Marshall"", ""tier"": ""unsafe_decision""}]","{""unsafe_decision"": [""The marshal could not see that the fuel truck repositioned after the aircraft first stopped. The driver stated that he thought that the aircraft had made its final stop.""]}","[{""subject"": ""unsafe_decision"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""unsafe_perception"", ""evidence"": ""THE MARSHALL WHO WAS STANDING ON THE CAPT'S SIDE OF THE AIRCRAFT COULD NOT SEE THAT THE FUEL TRUCK REPOSITIONED""}]",success
20000125039559I,"[{""text"": ""Misdiagnosed Emergency"", ""role"": ""Pilot"", ""tier"": ""unsafe_decision""}]","{""operator_mental"": [""Loss of Situational Awareness - Pilot""], ""situational_tech"": [""Equipment Design - Pilot""], ""unsafe_decision"": [""Misdiagnosed Emergency""]}","[{""subject"": ""unsafe_decision"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_violation"", ""evidence"": ""PILOT ABORTED TAKEOFF DUE TO SMOKE IN THE CABIN AND COCKPIT.""}]",success
20000124003419I,"[{""text"": ""Taxi aircraft under its own power to spot 7 then tow with tractor into gate"", ""role"": ""Ground Crew"", ""tier"": ""unsafe_decision""}]","{""unsafe_decision"": [""Improper Procedure - Ground Crew""]}","[{""subject"": ""unsafe_decision"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_violation"", ""evidence"": ""Taxi aircraft under its own power to spot 7 then tow with tractor into gate""}]",success
20000131000109I,"[{""text"": ""Utilized the incorrect aircraft clearance line"", ""role"": ""Aircraft marshaller"", ""tier"": ""unsafe_decision""}]","{""operator_mental"": [""Loss of Situational Awareness - Aircraft marshaller""], ""personnel_crm"": [""Failed to Communicate - Aircraft marshaller""], ""operator_physical"": [""Fatigue / Impairment / Medical - Aircraft marshaller""], ""unsafe_decision"": [""Utilized the incorrect aircraft clearance line (Aircraft marshaller)""]}","[{""subject"": ""unsafe_decision"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_violation"", ""evidence"": ""Utilized the incorrect aircraft clearance line (CO_OCCURS_WITH) Aircraft marshalled to terminal and struck terminal bldg. with a wing tip.""}]",success
20000122002569I,"[{""text"": ""Landing gear problem reported"", ""role"": ""Maintenance"", ""tier"": ""unsafe_decision""}]","{""unsafe_decision"": [""Misdiagnosed Emergency""]}","[{""subject"": ""unsafe_decision"", ""relation"": ""LEADS_TO"", ""object"": ""situational_tech"", ""evidence"": ""THE AIRCRAFT LANDED AND TAXIED TO THE RAMP WITHOUT INCIDNET.""}]",success
20000123001169I,"[{""text"": ""Improperly serviced the nose gear strut"", ""role"": ""Maintenance crew"", ""tier"": ""unsafe_skill""}]","{""unsafe_skill"": [""Improperly serviced the nose gear strut""]}","[{""subject"": ""unsafe_skill"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""personnel_readiness"", ""evidence"": ""MAINTENANCE THERE FOUND THE NOSE GEAR STRUT TO BE IMPROPERLY SERVICED. THEY PROPERLY SERVICED THE STRUT AND INSPECTED ALL ACTUATORS AND UP-LOCKS WITH NO DEFECTS FOUND.""}]",success
20000131003209I,"[{""text"": ""Improper Procedure"", ""role"": ""Maintenance Crew"", ""tier"": ""unsafe_decision""}]","{""operator_mental"": [""Loss of Situational Awareness - Maintenance Personnel"", ""Complacency - Maintenance Personnel""], ""operator_physical"": [""Physical Fatigue - Flight Attendants""], ""operator_limits"": [""Insufficient Reaction Time - Maintenance Personnel""], ""personnel_crm"": [""Failed to Communicate - Maintenance Personnel"", ""Failed to Coordinate - Maintenance Personnel""], ""unsafe_decision"": [""Improper Procedure""]}","[{""subject"": ""unsafe_decision"", ""relation"": ""LEADS_TO"", ""object"": ""operator_physical"", ""evidence"": ""MWEA flight attendants evacuated the boarded passengers through the main cabin door after discovering smoke/fire in the left aft lavatory.""}]",success
20000118022149I,"[{""text"": ""Turned toward incorrect VOR"", ""role"": ""First Officer"", ""tier"": ""unsafe_decision""}]","{""operator_mental"": [""Loss of Situational Awareness - First Officer""], ""personnel_crm"": [""Failed to Communicate - Captain (Check Airman)""], ""unsafe_decision"": [""Turned toward incorrect VOR""]}","[{""subject"": ""unsafe_decision"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_skill"", ""evidence"": ""Turned toward incorrect VOR""}]",success
20000117001189I,"[{""text"": ""EMERGENCY EXIT WAS REMOVED AND RESEARTED BY SOUTHEAST MECHANIC, WHO WAS A PASSENGER."", ""role"": ""Maintenance"", ""tier"": ""unsafe_skill""}]","{""unsafe_skill"": [""EMERGENCY EXIT WAS REMOVED AND RESEARTED BY SOUTHEAST MECHANIC, WHO WAS A PASSENGER.""]}","[{""subject"": ""unsafe_skill"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_decision"", ""evidence"": ""EMERGENCY EXIT WAS REMOVED AND RESEARTED BY SOUTHEAST MECHANIC, WHO WAS A PASSENGER.""}]",success
20000129002829I,"[{""text"": ""DAMAGE WAS FOUND TO BE WITHIN LIMITS FOR 50 HOURS OF CONTINUED OPERATIONS PER APPLICABLE MAINTENANCE MANUAL, 58-82-053."", ""role"": ""Maintenance Crew"", ""tier"": ""unsafe_decision""}]","{""unsafe_decision"": [""Misdiagnosed Emergency - Maintenance Crew""]}","[{""subject"": ""unsafe_decision"", ""relation"": ""LEADS_TO"", ""object"": ""operator_limits"", ""evidence"": ""DAMAGE WAS FOUND TO BE WITHIN LIMITS FOR 50 HOURS OF CONTINUED OPERATIONS PER APPLICABLE MAINTENANCE MANUAL, 58-82-053.""}]",success
20000121003159I,"[{""text"": ""Loss of oil pressure and quantity leading to engine shutdown"", ""role"": ""Maintenance"", ""tier"": ""unsafe_violation""}]","{""unsafe_violation"": [""Failed to prepare for flight""]}","[{""subject"": ""unsafe_violation"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_decision"", ""evidence"": ""Loss of oil pressure and quantity leading to engine shutdown""}]",success
20000121002479I,"[{""text"": ""Failed to Prioritize Attention"", ""role"": ""Maintenance personnel"", ""tier"": ""unsafe_skill""}]","{""unsafe_skill"": [""Failed to Prioritize Attention""]}","[{""subject"": ""unsafe_skill"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""personnel_crm"", ""evidence"": ""Contract maintenance (exec air) was contacted to install the gear pins and ferry the aircraft to Cleveland.""}]",success
20000124003139I,"[{""text"": ""Failed to Prioritize Attention"", ""role"": ""Maintenance crew"", ""tier"": ""unsafe_skill""}]","{""operator_mental"": [""Loss of Situational Awareness - Pilot""], ""operator_physical"": [""Physical Fatigue - Pilot""], ""personnel_crm"": [""Failed to Communicate - Maintenance Crew""], ""unsafe_skill"": [""Failed to Prioritize Attention""]}","[{""subject"": ""unsafe_skill"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""unsafe_decision"", ""evidence"": ""THE RIGHT ENGINE STARTER HAD FAILED CAUSING THE LOSS OF OIL THRU THE GEARBOX.  THE FAILURE OF THE STARTER LIBERATED A PIECE THROUGH THE ENGINE COWLING FAN DUCT.""}]",success
20000124023279I,"[{""text"": ""Jumped the chocks and headed forward during engine run-up by maintenance personnel."", ""role"": ""maintenance personnel"", ""tier"": ""unsafe_skill""}]","{""operator_mental"": [""Loss of Situational Awareness - Maintenance Personnel""], ""personnel_crm"": [""Failed to Communicate - Maintenance Personnel""], ""unsafe_skill"": [""Failed to Prioritize Attention""]}","[{""subject"": ""unsafe_skill"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_decision"", ""evidence"": ""Jumped the chocks and headed forward during engine run-up by maintenance personnel.""}]",success
20000119001049I,"[{""text"": ""Misdiagnosed Emergency"", ""role"": ""Crew"", ""tier"": ""unsafe_decision""}]","{""unsafe_decision"": [""Misdiagnosed Emergency - Crew""]}","[{""subject"": ""unsafe_decision"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""operator_physical"", ""evidence"": ""CREW DECLARED AN EMERGENCY AND RETURNED TO BUF WITHOUT FURTHER INCIDENT.""}]",success
20000124000089I,"[{""text"": ""The window cracked."", ""role"": ""Maintenance"", ""tier"": ""unsafe_violation""}]","{""unsafe_violation"": [""The window cracked.""]}","[{""subject"": ""unsafe_violation"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_perception"", ""evidence"": ""The window cracked.""}]",success
20000215016079I,"[{""text"": ""Aircraft experienced elevator trim freezing @ flight level 230."", ""role"": ""pilot"", ""tier"": ""unsafe_decision""}]","{""operator_mental"": [""Loss of Situational Awareness - Pilot""], ""situational_tech"": [""Equipment Design - Maintenance Crew""], ""unsafe_decision"": [""Misdiagnosed Emergency - pilot""]}","[{""subject"": ""unsafe_decision"", ""relation"": ""LEADS_TO"", ""object"": ""operator_physical"", ""evidence"": ""AIRCRAFT EXPERIENCED ELEVATOR TRIM FREEZING @ FLIGHT LEVEL 230. OUTSIDE AIR TEMP WAS -40C.""}]",success
20000217002859I,[],"{""unsafe_perception"": [""Misjudged Distance/Altitude/Airspeed - Maintenance""]}",[],success
20000206023329I,"[{""text"": ""Misdiagnosed Emergency"", ""role"": ""Pilot"", ""tier"": ""unsafe_decision""}]","{""operator_mental"": [""Loss of Situational Awareness - Pilot""], ""personnel_crm"": [""Failed to Communicate - Pilot""], ""unsafe_decision"": [""Misdiagnosed Emergency""]}","[{""subject"": ""unsafe_decision"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_violation"", ""evidence"": ""SECURED BOTH ENGINES ON TAXIWAY AND EVACUATED 8 PAX THROUGH THE MAIN CABIN DOOR.""}]",success
20000225001319I,"[{""text"": ""Omitted Checklist Step"", ""role"": ""Ground Crew"", ""tier"": ""unsafe_skill""}]","{""operator_mental"": [""Loss of Situational Awareness - Pilot""], ""personnel_crm"": [""Failed to Communicate - Ground Crew""], ""unsafe_skill"": [""Omitted Checklist Step - Ground Crew""]}","[{""subject"": ""unsafe_skill"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""unsafe_violation"", ""evidence"": ""WHILE TAXIING TO GATE, A BAGGAGE CART WS BLOWN INTO THE NUMBER 1 PROPELLOR""}]",success
20000213043989I,"[{""text"": ""Improper Maintenance"", ""role"": ""Maintenance Personnel"", ""tier"": ""unsafe_violation""}]","{""unsafe_violation"": [""Failed to Prepare for Flight""]}","[{""subject"": ""unsafe_violation"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_decision"", ""evidence"": ""UNITED MAINTENANCE PERSONNEL ADJUSTED THE LOST MOTION DEVICE AND RETURNED THE AIRCRAFT TO SERVICE. THIS WAS A REOCCURRING PROBLEM WITH TWO PREVIOUS WRITEUPS IN THE MAINTENANCE LOG.""}]",success
20000225001659I,"[{""text"": ""Misdiagnosed Emergency"", ""role"": ""Maintenance Crew"", ""tier"": ""unsafe_decision""}]","{""unsafe_decision"": [""Misdiagnosed Emergency""]}","[{""subject"": ""unsafe_decision"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_violation"", ""evidence"": ""AARF RESPONDED AND FOUND THE SOURCE OF THE SMOKE TO BE IN THE OVERHEAD BAGGAGE STORAGE BIN AT ROW 21 DEF. A FIREMAN REMOVED A COVER WITHIN THE BIN AND LOCATED THE OVERHEATED COMPONENT.""}]",success
20000211002929I,"[{""text"": ""Gear problem"", ""role"": ""Maintenance"", ""tier"": ""unsafe_violation""}]","{""unsafe_violation"": [""Failed to Prepare for Flight""]}","[{""subject"": ""unsafe_violation"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_decision"", ""evidence"": ""GEAR PROBLEM""}]",success
20000217003499I,"[{""text"": ""Failed to Prioritize Attention"", ""role"": ""Captain"", ""tier"": ""unsafe_skill""}]","{""operator_mental"": [""Loss of Situational Awareness - Captain""], ""personnel_crm"": [""Failed to Communicate - Captain""], ""unsafe_skill"": [""Failed to prioritize attention""]}","[{""subject"": ""unsafe_skill"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""operator_physical"", ""evidence"": ""The Captain followed all procedures in the manual and done a fly-by of the tower to confirm the gear was down.""}]",success
20000214001439I,"[{""text"": ""The outboard forward cowl latch was found in the open position."", ""role"": ""Maintenance crew"", ""tier"": ""unsafe_violation""}]","{""operator_mental"": [""Loss of Situational Awareness - Flight Crew""], ""operator_physical"": [""Fatigue - Flight Crew""], ""operator_limits"": [""Insufficient Reaction Time - Maintenance Crew""], ""personnel_crm"": [""Failed to Communicate - Maintenance Crew"", ""Failed to Coordinate - Flight Crew""], ""unsafe_violation"": [""The outboard forward cowl latch was found in the open position.""]}","[{""subject"": ""unsafe_violation"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_decision"", ""evidence"": ""The outboard forward cowl latch was found in the open position.""}]",success
20000209019549I,"[{""text"": ""OBSERVED BY THE CREW TO BE MOVING LEFT WITHOUT ANY CREW INPUT"", ""role"": ""crew"", ""tier"": ""unsafe_skill""}]","{""operator_mental"": [""Loss of Situational Awareness - Crew""], ""situational_tech"": [""Equipment Design - Crew""], ""unsafe_skill"": [""OBSERVED BY THE CREW TO BE MOVING LEFT WITHOUT ANY CREW INPUT (crew)""]}","[{""subject"": ""unsafe_skill"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""operator_physical"", ""evidence"": ""AILERON TRIM WAS OBSERVED BY THE CREW TO BE MOVING LEFT WITHOUT ANY CREW INPUT.""}]",success
20000204001259I,"[{""text"": ""Failed to Prioritize Attention"", ""role"": ""Pilot"", ""tier"": ""unsafe_decision""}]","{""operator_mental"": [""Loss of Situational Awareness - Pilot""], ""situational_tech"": [""Defective Aircraft Systems - Pilot""], ""unsafe_decision"": [""Failed to prioritize attention: Pilot reported a leading edge flap transit light during approach.""]}","[{""subject"": ""unsafe_decision"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""operator_physical"", ""evidence"": ""Pilot reported a leading edge flap transit light.""}]",success
20000214002669I,"[{""text"": ""Misdiagnosed Emergency"", ""role"": ""Flight Attendant and FO"", ""tier"": ""unsafe_decision""}]","{""unsafe_decision"": [""Misdiagnosed Emergency""]}","[{""subject"": ""unsafe_decision"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_violation"", ""evidence"": ""CREW STOPPED THE AIRCRAFT SHUTDOWN THE AIRCRAFT WAS EVACUATED""}]",success
20000226001739I,"[{""text"": ""HYDRAULIC SYSTEM 'A' PRESSURE WENT TO ZERO."", ""role"": ""Maintenance"", ""tier"": ""unsafe_skill""}]","{""unsafe_skill"": [""HYDRAULIC SYSTEM 'A' PRESSURE WENT TO ZERO.""]}","[{""subject"": ""unsafe_skill"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""situational_tech"", ""evidence"": ""HYDRAULIC SYSTEM 'A' PRESSURE WENT TO ZERO.""}]",success
20000218001479I,"[{""text"": ""Inadvertent Flight Control Use"", ""role"": ""Pilot"", ""tier"": ""unsafe_skill""}]","{""unsafe_skill"": [""Inadvertent Flight Control Use (Pilot)""]}","[{""subject"": ""unsafe_skill"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""operator_physical"", ""evidence"": ""PILOT WAS HOLDING RIGHT AILERON ON T.O. DUE TO CROSSWIND. AS AIRSPEED INCREASED HE TRIED TO DECREASE AILERON DEFLECTION BUT FELT RESISTANCE GOING BACK TO THE LEFT.""}]",success
20000207003739I,"[{""text"": ""Experienced low engine oil pressure."", ""role"": ""Flight crew"", ""tier"": ""unsafe_decision""}]","{""unsafe_decision"": [""Misdiagnosed Emergency: Experienced low engine oil pressure.""]}","[{""subject"": ""unsafe_decision"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_skill"", ""evidence"": ""THE ENGINE WAS REMOVED FOR OIL CONSUMPTION.""}]",success
20000226001749I,"[{""text"": ""Misdiagnosed Emergency"", ""role"": ""Crew"", ""tier"": ""unsafe_decision""}]","{""unsafe_decision"": [""Misdiagnosed Emergency""]}","[{""subject"": ""unsafe_decision"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""operator_physical"", ""evidence"": ""Misdiagnosed Emergency""}]",success
20000226003809I,"[{""text"": ""Failed to Prioritize Attention"", ""role"": ""Pilot"", ""tier"": ""unsafe_skill""}]","{""unsafe_skill"": [""Failed to Prioritize Attention""]}","[{""subject"": ""unsafe_skill"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""operator_physical"", ""evidence"": ""PILOT'S WRITE UP ON AIRCRAFT LOGBOOK PAGE 5610465.""}]",success
20000215002869I,"[{""text"": ""FOD induced by ground crew."", ""role"": ""Ground Crew"", ""tier"": ""unsafe_violation""}]","{""operator_mental"": [""Loss of Situational Awareness - Cabin Crew""], ""personnel_crm"": [""Failed to Communicate - Maintenance Crew""], ""operator_limits"": [""Insufficient Reaction Time - Cabin Crew""], ""situational_tech"": [""Equipment Design - ACM Failure""], ""unsafe_violation"": [""FOD induced by ground crew.""]}","[{""subject"": ""unsafe_violation"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_decision"", ""evidence"": ""FOD induced by ground crew.""}]",success
20000211002639I,"[{""text"": ""Water leaking into the cockpit through the L-1 windshield."", ""role"": ""Maintenance"", ""tier"": ""unsafe_skill""}]","{""unsafe_skill"": [""Water leaking into the cockpit through the L-1 windshield.""]}","[{""subject"": ""unsafe_skill"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""situational_tech"", ""evidence"": ""Water leaking into the cockpit through the L-1 windshield.""}]",success
20000204001359I,"[{""text"": ""Failed to Prioritize Attention"", ""role"": ""Maintenance crew"", ""tier"": ""unsafe_skill""}]","{""unsafe_skill"": [""Failed to Prioritize Attention""]}","[{""subject"": ""unsafe_skill"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""personnel_crm"", ""evidence"": ""MECHANIC INSPECTED THE NOSE GEAR LOCK AND FOUND THE COMPRESSION SPRING PN 83221011-101 TENSION WAS LOW""}]",success
20000203002599I,"[{""text"": ""The MAT was replaced I/A/W MM55/12/85 and OP's checked."", ""role"": ""Maintenance"", ""tier"": ""unsafe_skill""}]","{""unsafe_skill"": [""The MAT was replaced I/A/W MM55/12/85 and OP's checked.""]}",[],success
20000208001839I,"[{""text"": ""Cannon plug to torque signal condition unit loose one turn"", ""role"": ""Maintenance"", ""tier"": ""unsafe_skill""}]","{""operator_mental"": [""Loss of Situational Awareness - Maintenance Personnel""], ""operator_limits"": [""Insufficient Experience - Maintenance Personnel""], ""situational_tech"": [""Equipment Design - Torque Signal Condition Unit""], ""unsafe_skill"": [""Cannon plug to torque signal condition unit loose one turn""]}","[{""subject"": ""unsafe_skill"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_violation"", ""evidence"": ""Cannon plug to torque signal condition unit loose one turn""}]",success
20000223016089I,"[{""text"": ""TRIM WAS OPERABLE AFTER LANDING."", ""role"": ""Maintenance"", ""tier"": ""unsafe_skill""}]","{""operator_mental"": [""Loss of Situational Awareness - Maintenance Personnel""], ""operator_physical"": [""Physical Fatigue - Maintenance Personnel""], ""personnel_crm"": [""Failed to Communicate - Maintenance Personnel""], ""unsafe_skill"": [""TRIM WAS OPERABLE AFTER LANDING.""]}","[{""subject"": ""unsafe_skill"", ""relation"": ""LEADS_TO"", ""object"": ""situational_tech"", ""evidence"": ""TRIM WAS OPERABLE AFTER LANDING.""}]",success
20000204002699I,"[{""text"": ""Low oil pressure indication led to engine shutdown."", ""role"": ""pilot"", ""tier"": ""unsafe_decision""}]","{""unsafe_decision"": [""Misdiagnosed Emergency - pilot""]}","[{""subject"": ""unsafe_decision"", ""relation"": ""LEADS_TO"", ""object"": ""operator_physical"", ""evidence"": ""Low oil pressure indication led to engine shutdown.""}]",success
20000204002609I,"[{""text"": ""Failed to Prioritize Attention"", ""role"": ""Pilot"", ""tier"": ""unsafe_decision""}]","{""unsafe_decision"": [""Failed to prioritize attention: Pilot did not notice the gear lever issue after takeoff.""]}","[{""subject"": ""unsafe_decision"", ""relation"": ""LEADS_TO"", ""object"": ""operator_physical"", ""evidence"": ""THE PILOT REPORTED THAT HE HAD A GEAR PROBLEM AND REQUESTED TO RETURN TO MCI.""}]",success
20000216003269I,"[{""text"": ""Omitted Checklist Step"", ""role"": ""Pilot"", ""tier"": ""unsafe_skill""}]","{""operator_mental"": [""Loss of Situational Awareness - Pilot""], ""operator_physical"": [""Physical Fatigue - Pilot""], ""personnel_crm"": [""Failed to Communicate - Pilot""], ""unsafe_skill"": [""Omitted Checklist Step - Pilot""]}","[{""subject"": ""unsafe_skill"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_decision"", ""evidence"": ""SECURED ENGINE WITH EMERGENCY PROCEDURES AND LANDED WITHOUT INCIDENT.""}]",success
20000218002999I,"[{""text"": ""Declared an emergency."", ""role"": ""Air Traffic Control"", ""tier"": ""unsafe_decision""}]","{""unsafe_decision"": [""Misdiagnosed Emergency""]}","[{""subject"": ""unsafe_decision"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_skill"", ""evidence"": ""AIR TRAFFIC CONTROL DECLARED AN EMERGENCY.""}]",success
20000407015999I,"[{""text"": ""N240SW PARKING BRAKE 'ON' LIGHT ILLUMINATED INFLIGHT."", ""role"": ""Maintenance"", ""tier"": ""unsafe_violation""}]","{""operator_mental"": [""Loss of Situational Awareness - Maintenance Personnel""], ""operator_physical"": [""Physical Fatigue - Pilot""], ""personnel_crm"": [""Failed to Communicate - Dispatch and Maintenance Control""], ""unsafe_violation"": [""N240SW PARKING BRAKE 'ON' LIGHT ILLUMINATED INFLIGHT.""]}","[{""subject"": ""unsafe_violation"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_decision"", ""evidence"": ""N240SW PARKING BRAKE 'ON' LIGHT ILLUMINATED INFLIGHT.""}]",success
20000403023069I,"[{""text"": ""Misdiagnosed Emergency"", ""role"": ""Crew"", ""tier"": ""unsafe_decision""}]","{""unsafe_decision"": [""The crew shut down the right engine during climb when the right engine oil pressure warning light illuminated.""]}","[{""subject"": ""unsafe_decision"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_skill"", ""evidence"": ""THE CREW SHUT DOWN THE RIGHT ENGINE.""}]",success
20000312001669I,"[{""text"": ""Pod door light illuminated in flight."", ""role"": ""Maintenance"", ""tier"": ""unsafe_perception""}]","{""unsafe_perception"": [""Misjudged Distance/Altitude/Airspeed""]}","[{""subject"": ""unsafe_perception"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""unsafe_decision"", ""evidence"": ""Pod door light illuminated in flight.""}]",success
20000329023099I,"[{""text"": ""An aircraft wing struck the aft tailcone."", ""role"": ""Ground Crew"", ""tier"": ""unsafe_violation""}]","{""unsafe_violation"": [""Unauthorized Approach""]}","[{""subject"": ""unsafe_violation"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_decision"", ""evidence"": ""An aircraft wing struck the aft tailcone.""}]",success
20000308004279I,"[{""text"": ""Continued to destination after tire blowout"", ""role"": ""pilot"", ""tier"": ""unsafe_decision""}]","{""operator_mental"": [""Loss of Situational Awareness - Pilot""], ""personnel_crm"": [""Failed to Communicate - Pilot""], ""unsafe_decision"": [""Continued to destination after tire blowout""]}","[{""subject"": ""unsafe_decision"", ""relation"": ""LEADS_TO"", ""object"": ""operator_physical"", ""evidence"": ""Continued to destination after tire blowout""}]",success
20000306000869I,"[{""text"": ""Failed to Prioritize Attention"", ""role"": ""Pilot"", ""tier"": ""unsafe_skill""}]","{""unsafe_skill"": [""Failed to prioritize attention""]}","[{""subject"": ""unsafe_skill"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""operator_physical"", ""evidence"": ""The crew reported a left gear unsafe light after the smoke was observed from the left main gear and rubber was on the runway.""}]",success
20000321001979I,"[{""text"": ""CAME LOOSE AND THE DUCT DISCONNECTED"", ""role"": ""Maintenance"", ""tier"": ""unsafe_skill""}]","{""unsafe_skill"": [""CAME LOOSE AND THE DUCT DISCONNECTED""]}","[{""subject"": ""unsafe_skill"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_violation"", ""evidence"": ""CAME LOOSE AND THE DUCT DISCONNECTED""}]",success
