ev_id,entities_json,hfacs_json,relationships_json,extraction_status
20080703X00974,"[{""text"": ""Captain"", ""role"": ""Pilot in Command"", ""tier"": ""unsafe_decision""}, {""text"": ""First Officer"", ""role"": ""Co-Pilot"", ""tier"": ""unsafe_decision""}, {""text"": ""Captain"", ""role"": ""Pilot in Command"", ""tier"": ""unsafe_perception""}]","{""operator_mental"": [""Loss of Situational Awareness (Captain)"", ""Channelized Attention (First Officer)""], ""situational_tech"": [""Automation (Autopilot/FMS speed and bank angle management)""], ""unsafe_decision"": [""Captain decided to command the FMS to maintain an airspeed of 240 knots... Both pilots expected the FMS to automatically default to the ICAO maximum holding speed of 265 knots"", ""First officer recommended extending the slats... When the slats extended, the maximum slat extension speed indicator on the airspeed indicator fell to below 220 knots""], ""unsafe_perception"": [""Captain noticed that the airspeed was lessening from 240 knots. He stated that he expected the airspeed to recover once the turn was completed"", ""He also stated that he expected the bank to be limited to 15 degrees, but the autopilot actually commanded 23 degrees of bank""]}","[{""subject"": ""unsafe_perception"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_decision"", ""evidence"": ""He also stated that he expected the bank to be limited to 15 degrees, but the autopilot actually commanded 23 degrees of bank... The captain then selected level change on the FMS to 320 and he also reduced the autobank controller to 15 degrees""}, {""subject"": ""unsafe_decision"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_perception"", ""evidence"": ""The first officer recommended extending the slats... When the slats extended, the maximum slat extension speed indicator on the airspeed indicator fell to below 220 knots. The captain then immediately ordered the first officer to retract the slats.""}]",success
20080701X00963,[],"{""situational_tech"": [""Equipment Design (Oxygen system hose/wiring separation) - Aircraft Manufacturer/Regulator""], ""unsafe_decision"": [""FAA/Regulator: Failure to require the installation of nonconductive oxygen hoses after the safety issue concerning conductive hoses was initially identified by Boeing""]}",[],success
20080720X01081,[],"{""operator_mental"": [""Distraction (Tug driver)"", ""Loss of Situational Awareness (Tug driver)""], ""personnel_crm"": [""Failed to Communicate (Ground crew/Tug driver)""], ""unsafe_skill"": [""Tug driver: 'focused on the cockpit of the airplane and was directing the starting of the airplane's number 2 engine' (Breakdown in Visual Scan / Failed to Monitor Wing Walker)""], ""unsafe_decision"": [""Wing walker: 'believed that the tug driver was only going to pushback the airplane about 10 feet... signaled the tug driver to stop' (Poor Decision / Ineffective Communication due to lack of headsets)""]}",[],success
20080808X01189,[],"{""operator_mental"": [""Complacency - Maintenance Mechanic""], ""situational_tech"": [""Equipment Design - Airline Maintenance Program"", ""Interface - Slide Cover Retention System""], ""unsafe_skill"": [""Omitted Checklist Step - Maintenance mechanic (failed to secure slide cover tie-down straps)""]}",[],success
20081003X17330,[],"{""operator_mental"": [""Misplaced Motivation (First Officer)""], ""personnel_crm"": [""Failure of Leadership / Failed to Back-up (Captain)""], ""unsafe_decision"": [""The FO stated that the landings are 'a little non-standard, but it's way more fun' (First Officer)""]}",[],success
20080915X01465,"[{""text"": ""marshaler and wing walker"", ""role"": ""Ground Crew"", ""tier"": ""unsafe_skill""}, {""text"": ""captain and first officer"", ""role"": ""Flight Crew"", ""tier"": ""unsafe_decision""}]","{""operator_mental"": [""Loss of Situational Awareness (Flight Crew)"", ""Distraction (Flight Crew)""], ""personnel_crm"": [""Failed to Coordinate (Ground Crew & Flight Crew)"", ""Failed to Communicate (Flight Crew)""], ""unsafe_skill"": [""Ground crew - C: 'The ground crew's failure to ensure airplane clearance from the building while parking the airplane.'"", ""Flight crew - F: 'Neither the captain nor the first officer could see the empennage... Neither crew member acknowledged being aware of the proximity of the airplane to the building or its overhang during parking.'""], ""unsafe_decision"": [""Flight crew - F: 'the flight crew's unprofessional behavior and the lack of marshaling procedures for the ground crew.'"", ""Flight crew - F: 'Prior to the impact, one crew member stated that they would like to \""blast\"" a colleague with their engines as they taxied by.'""]}","[{""subject"": ""unsafe_decision"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_perception"", ""evidence"": ""The flight crew's lack of professionalism and deviation from essential communications led to a lack of situational awareness.""}, {""subject"": ""unsafe_skill"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""unsafe_decision"", ""evidence"": ""Contributing to the accident was the flight crew's unprofessional behavior and the ground crew's failure to ensure airplane clearance from the building while parking the airplane.""}]",success
20081007X03940,[],"{""operator_mental"": [""Get-home-itis (Flight Crew)"", ""Loss of Situational Awareness (Flight Crew)""], ""personnel_crm"": [""Failed to Communicate (Maintenance/Technical Support)""], ""unsafe_decision"": [""Flight crew elected to continue the flight on battery power despite knowing the battery would be depleted in approximately 30 minutes, rather than diverting immediately"", ""Maintenance personnel cleared EICAS status messages and stated they were 'good to go' without making logbook entries or investigating the underlying electrical anomalies""]}","[{""subject"": ""unsafe_decision"", ""relation"": ""LEADS_TO"", ""object"": ""situational_tech"", ""evidence"": ""the flight crew's decision to continue a flight that was operating on battery power""}, {""subject"": ""situational_tech"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""unsafe_decision"", ""evidence"": ""The failure of an electrical relay due to eroded contacts and the flight crew's decision to continue a flight that was operating on battery power.""}]",success
20081027X75039,[],"{""operator_mental"": [""Loss of Situational Awareness - First Officer"", ""Channelized Attention - First Officer""], ""personnel_crm"": [""Failed to Back-up - Captain""], ""unsafe_skill"": [""Over-controlled Aircraft (First Officer)"", ""Poor Technique (First Officer)""]}","[{""subject"": ""unsafe_perception"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_decision"", ""evidence"": ""The first officer stated that he felt a \u201csense of ground rush\u201d during the flare at about 70 feet and he increased back pressure on the side-stick to arrest the sink rate.""}, {""subject"": ""unsafe_decision"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_skill"", ""evidence"": ""The failure of the flightcrew to arrest an excessive sink rate during the flare for landing.""}]",success
20081110X15316,[],"{""operator_mental"": [""Distraction (Tug Driver)"", ""Loss of Situational Awareness (Tug Driver)""], ""personnel_crm"": [""Failed to Coordinate (Tug Driver)""], ""unsafe_decision"": [""tug driver attempted to maneuver the tug in a manner that would result in the nose of the airplane clearing the jetway""], ""unsafe_perception"": [""the tug driver's attention became focused upon the jetway, and he therefore did not see or hear the signals given by the wing-walker""]}","[{""subject"": ""unsafe_decision"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_perception"", ""evidence"": ""instead of terminating the pushback and realigning the tug, the tug driver attempted to maneuver... his attention became focused upon the jetway, and he therefore did not see or hear the signals""}]",success
20081113X92722,[],"{""operator_mental"": [""Loss of Situational Awareness (Ramp Agent)"", ""Channelized Attention (Ramp Agent)""], ""personnel_crm"": [""Failed to Coordinate (Ramp Controller / Ramp Agent)""], ""unsafe_skill"": [""Breakdown in Visual Scan - Ramp agent (tug driver)""]}",[],success
20081116X33137,[],"{""situational_tech"": [""Equipment Design (Nose wheel steering link material strength insufficient for operational loads)""], ""unsafe_decision"": [""The flight crew then flew the airplane past the air traffic control tower (ATCT) to enable the ATCT personnel to determine the status of the nose landing gear... The captain subsequently landed the airplane with the nose landing gear retracted""]}",[],success
20081219X65313,[],"{""operator_mental"": [""Complacency (Captain)"", ""Loss of Situational Awareness (Captain)""], ""personnel_crm"": [""Failed to Coordinate (Maintenance Crew)""], ""unsafe_decision"": [""Captain reported he felt a bump, but then everything seemed fine and he taxied to the gate""]}",[],success
20081215X93019,[],"{""operator_mental"": [""Haste (Maintenance mechanic)"", ""Complacency (RII Inspector)""], ""operator_limits"": [""Inexperience (Maintenance mechanic)"", ""Lack of specific type training (Maintenance mechanic)"", ""Insufficient experience inspecting uplock assemblies (RII Inspector)""], ""situational_tech"": [""Confusing maintenance manual instructions (Air Wisconsin/Bombardier manuals)"", ""Inadequate inspection tools availability/usage in darkened wheel-well (Maintenance environment)""], ""personnel_crm"": [""Failed to Communicate (Verbal turnover instead of documented handover between mechanics/supervisor)"", ""Failure of Leadership (Day shift supervisor accepted verbal sign-off inconsistent with policy)""], ""unsafe_skill"": [""The mechanic who replaced the left uplock departed when the shift was over... The installation of both assemblies could not be completed during the midnight shift"", ""the upper attachment bolt used to mount the left MLG uplock assembly to the structure was installed and cotter pinned, but did not engage the uplock assembly""], ""unsafe_decision"": [""Both mechanics signed off the work package as being complete having made a verbal turnover to the day shift supervisor, inconsistent with Air Wisconsin, Inc., policies and procedures"", ""the RII inspector stated that he could not actually see the gear being extended from his position during the test as he was only watching the flight instrument panel for the indication of a full extension"", ""the RII inspector did not follow the manual extend procedures outlined in the manuals, but instead followed an abbreviated procedure""], ""unsafe_violation"": [""The mechanic that had installed the left gear uplock assembly had never before done such installation, nor had he received pertinent training"", ""the RII inspector assigned to check the mechanics work had no previous experience inspecting an uplock assembly and he did not recall if he had ever moved and replaced one during his work as a mechanic""]}","[{""subject"": ""unsafe_skill"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_violation"", ""evidence"": ""The mechanic who replaced the left gear uplock assembly had never before done such installation, nor had he received pertinent training... Both mechanics signed off the work package as being complete having made a verbal turnover to the day shift supervisor, inconsistent with Air Wisconsin, Inc., policies and procedures""}, {""subject"": ""unsafe_violation"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_perception"", ""evidence"": ""The RII inspector stated that he could not actually see the gear being extended from his position during the test as he was only watching the flight instrument panel for the indication of a full extension... did not use a flash light or inspection mirror""}, {""subject"": ""unsafe_perception"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_decision"", ""evidence"": ""the RII inspector stated that he could not actually see the gear being extended... but instead followed an abbreviated procedure""}, {""subject"": ""unsafe_skill"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""unsafe_violation"", ""evidence"": ""The mechanic who replaced the right uplock assembly stated that he had replaced uplocks on other airplanes but not the accident type airplane... Both mechanics signed off the work package as being complete having made a verbal turnover to the day shift supervisor, inconsistent with Air Wisconsin, Inc., policies and procedures""}]",success
20081215X14936,[],"{""situational_tech"": [""Equipment Design (DC Ground Service Tie Relay and Blocking Diode Assemblies arcing/overheating causing smoke)""], ""unsafe_decision"": [""Misdiagnosed Emergency (Captain)""]}",[],success
20081216X41655,[],"{""operator_mental"": [""Loss of Situational Awareness (Tug Operator)"", ""Haste (Pilot)""], ""personnel_crm"": [""Failed to Coordinate (Pilot and Tug Operator)""], ""unsafe_decision"": [""Pilot requested a tug to pull the airplane to the gate (despite sliding on snow during initial turn, indicating poor judgment of ground handling conditions)""]}",[],success
20081217X83220,[],"{""operator_mental"": [""Complacency (Maintenance personnel)""], ""situational_tech"": [""Equipment Design (Manufacturer)"", ""Interface (Manufacturer)""], ""unsafe_skill"": [""Maintenance personnel rigged and checked the door with the use of the aircraft hydraulic pumps instead of the external hydraulic power unit as required by the AMM""]}",[],success
20081221X14648,[],"{""operator_limits"": [""Insufficient crosswind experience/training (Captain)""], ""personnel_crm"": [""Failure to disseminate key wind information between ATC and pilots (ATC/Pilot)""], ""unsafe_decision"": [""Exceeded Ability: The narrative states the crosswind 'exceeded the captain's training and experience' and that the captain ceased right rudder input needed to maintain directional control.""]}","[{""subject"": ""personnel_readiness"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_decision"", ""evidence"": ""inadequate crosswind training in the airline industry due to deficient simulator wind gust modeling""}, {""subject"": ""situational_tech"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""personnel_readiness"", ""evidence"": ""an air traffic control system that did not require or facilitate the dissemination of key, available wind information""}]",success
20081223X70710,[],"{""operator_mental"": [""Complacency (Captain)"", ""Loss of Situational Awareness (Ground Crew)""], ""personnel_crm"": [""Failed to Coordinate (Ground Crew & Captain)""], ""unsafe_decision"": [""The captain determined that they were 20 minutes from their destination and decided to continue the flight rather than turn back (Captain)""]}",[],success
20081228X25156,"[{""text"": ""Tug operator and wing walker of the Boeing 757-351"", ""role"": ""Ground Crew (Northwest Airlines)"", ""tier"": ""unsafe_skill""}, {""text"": ""Tug operator and wing walker of the Boeing 737-832"", ""role"": ""Ground Crew (Delta Air Lines)"", ""tier"": ""unsafe_skill""}, {""text"": ""Port of Seattle ramp controller"", ""role"": ""Ramp Controller"", ""tier"": ""unsafe_decision""}]","{""operator_mental"": [""Loss of Situational Awareness - Ground crew (757 tug operator and wing walker)"", ""Channelized Attention - Ramp Controller""], ""personnel_crm"": [""Failed to Communicate - Ramp Controller"", ""Misinterpretation of Traffic Calls - Ramp Controller"", ""Failed to Coordinate - Ground crew (both aircraft)""], ""unsafe_skill"": [""Tug operator and wing walker of the Boeing 757-351 failed to maintain clearance with the other aircraft during the pushback process in dark night"", ""Tug operator and wing walker of the Boeing 737-832 failed to maintain clearance with this aircraft during the pushback process in dark night""], ""unsafe_decision"": [""Ramp controller's misinterpretation of the other airplane's gate location and her improper clearance for both airplanes to simultaneously push back from nearly opposing gates""]}","[{""subject"": ""unsafe_decision"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_skill"", ""evidence"": ""the ramp controller's misinterpretation of the other airplane's gate location and her improper clearance for both airplanes to simultaneously push back from nearly opposing gates""}, {""subject"": ""unsafe_decision"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_skill"", ""evidence"": ""the ramp controller's misinterpretation of the other airplane's gate location and her improper clearance for both airplanes to simultaneously push back from nearly opposing gates""}]",success
20081229X40417,[],"{""operator_mental"": [""Loss of Situational Awareness (Flight Attendant)""], ""unsafe_decision"": [""The captain selected a course to avoid thunderstorms but anticipated turbulence, yet the flight proceeded into 'light chop with areas of moderate to sever[e] turbulence' resulting in injury; this reflects a Poor Decision by the Captain regarding the deviation path or descent profile relative to the known convective activity.""]}",[],success
20081229X80551,[],"{""operator_mental"": [""Loss of Situational Awareness (First Officer)"", ""Distraction (First Officer)""], ""personnel_crm"": [""Failed to Communicate (First Officer)"", ""Failure of Leadership (Captain)""], ""unsafe_decision"": [""First Officer: Advanced left engine throttle to high thrust setting during pushback/taxi without parking brakes set, violating the explicit procedure 'Do not advance throttles until parking brakes are parked' and performing an unannounced action that overwhelmed the tug.""]}","[{""subject"": ""unsafe_decision"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_violation"", ""evidence"": ""The first officer indicated that he advanced the left engine throttle during the airplane's taxi in order to clear what he suspected was a stuck bleed air valve... This action, which occurred without the knowledge of the captain or the tug operator and without application of the parking brakes""}, {""subject"": ""unsafe_violation"", ""relation"": ""LEADS_TO"", ""object"": ""situational_tech"", ""evidence"": ""resulted in a substantial increase in thrust that overwhelmed the tug's resistance until the airplane impacted the tug""}]",success
20090102X60836,[],"{""operator_mental"": [""Loss of Situational Awareness - Ground crew""], ""personnel_crm"": [""Failed to Coordinate - Ground crew""], ""unsafe_perception"": [""Ground crew - C; Environmental issues-Physical environment-Object/animal/substance-Pole""]}",[],success
20090105X01036,[],"{""situational_tech"": [""Inadequate lubrication schedule established by the engine manufacturer (Rolls-Royce) not reflective of operator usage"", ""Design/Task design issues regarding maintenance intervals for plasma spray coating and dry film lubricant""], ""unsafe_decision"": [""Engine manufacturer established an inadequate lubrication schedule (restoration of metal spray coating and relubrication) that was not reflective of the operator's high-thrust, high-hours-per-cycle usage profile""]}",[],success
20090114X61852,[],"{""operator_mental"": [""Loss of Situational Awareness (Tug Operator)"", ""Distraction (Tug Operator)""], ""personnel_crm"": [""Failure to Coordinate (Ground Crew/Operator)""], ""unsafe_decision"": [""failure to follow procedures when operating motorized equipment inside the Diamond of Safety (tug operator)"", ""failure to properly position safety cones on the right wing (tug operator)"", ""failure to ensure safe driving in inclement weather (tug operator)"", ""failure to take a safety time out when unsure of the intended path of the moving vehicle (tug operator)""]}","[{""subject"": ""unsafe_perception"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_decision"", ""evidence"": ""due to heavy winds and pelting sleet his vision was impaired and that he had closed his eyes just prior to his tug nearing the wing""}, {""subject"": ""unsafe_decision"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_violation"", ""evidence"": ""failure to follow procedures when operating motorized equipment inside the Diamond of Safety, failure to properly position safety cones on the right wing""}]",success
20090115X73226,[],"{""operator_mental"": [""Task Saturation (Captain)""], ""personnel_readiness"": [""Lack of industry flight crew training and guidance on ditching techniques (Flight Crew)""], ""unsafe_skill"": [""captain's resulting difficulty maintaining his intended airspeed on final approach due to the task saturation""]}",[],success
