ev_id,entities_json,hfacs_json,relationships_json,extraction_status
20090828X61756,"[{""text"": ""No adverse weather [was] depicted on the onboard weather radar, but he did not specify the range or tilt settings in use at the time."", ""role"": ""Flight crew"", ""tier"": ""unsafe_skill""}, {""text"": ""The flight crew did not advise or instruct the cabin crew to remain seated, nor did they advise the cabin crew of any anticipated turbulence."", ""role"": ""Flight crew"", ""tier"": ""unsafe_decision""}]","{""unsafe_skill"": [""No adverse weather [was] depicted on the onboard weather radar, but he did not specify the range or tilt settings in use at the time.""], ""unsafe_decision"": [""The flight crew did not advise or instruct the cabin crew to remain seated, nor did they advise the cabin crew of any anticipated turbulence.""]}","[{""subject"": ""unsafe_skill"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_decision"", ""evidence"": ""The flight crew did not advise or instruct the cabin crew to remain seated, nor did they advise the cabin crew of any anticipated turbulence.""}]",success
20180213X95634,"[{""text"": ""P&W did not have a defined training and certification regimen for the TAI inspectors."", ""role"": ""Maintenance provider"", ""tier"": ""unsafe_violation""}]","{""unsafe_violation"": [""P&W did not have a defined training and certification regimen for the TAI inspectors.""]}","[{""subject"": ""unsafe_violation"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_decision"", ""evidence"": ""P&W did not have a defined training and certification regimen for the TAI inspectors.""}]",success
20180116X12236,"[{""text"": ""The captain could not determine whether the lights were on bright or dim and indicated that he keyed the radio to increase the lighting, but was uncertain if the intensity had changed."", ""role"": ""Captain"", ""tier"": ""unsafe_skill""}, {""text"": ""Once the airplane was aligned with what the flight crew thought was the correct landing surface, they were likely not strongly considering contradictory information."", ""role"": ""Flight Crew"", ""tier"": ""unsafe_decision""}]","{""unsafe_skill"": [""The captain could not determine whether the lights were on bright or dim and indicated that he keyed the radio to increase the lighting, but was uncertain if the intensity had changed.""], ""unsafe_decision"": [""Once the airplane was aligned with what the flight crew thought was the correct landing surface, they were likely not strongly considering contradictory information.""]}","[{""subject"": ""unsafe_skill"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""unsafe_decision"", ""evidence"": ""The captain's uncertainty about the lighting intensity and his focus on the runway surface led to a misalignment with the taxiway.""}]",success
20161027X20715,"[{""text"": ""initiated the flare at a relatively high altitude above the runway and the significant delay in the reduction of thrust resulted in the airplane floating down the runway"", ""role"": ""First Officer"", ""tier"": ""unsafe_skill""}, {""text"": ""delayed in manually deploying the speed brakes after touchdown"", ""role"": ""Captain"", ""tier"": ""unsafe_decision""}, {""text"": ""did not announce that he was assuming airplane control, contrary to the operator's procedures"", ""role"": ""Captain"", ""tier"": ""unsafe_skill""}]","{""unsafe_skill"": [""initiated the flare at a relatively high altitude above the runway and the significant delay in the reduction of thrust resulted in the airplane floating down the runway - First Officer""], ""unsafe_decision"": [""delayed in manually deploying the speed brakes after touchdown - Captain""]}","[{""subject"": ""unsafe_skill"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_decision"", ""evidence"": ""initiated the flare at a relatively high altitude above the runway and the significant delay in the reduction of thrust resulted in the airplane floating down the runway, leading to the captain's delay in manually deploying the speed brakes after touchdown""}, {""subject"": ""unsafe_skill"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_decision"", ""evidence"": ""did not announce that he was assuming airplane control, contrary to the operator's procedures, leading to a breakdown in crew resource management during the landing roll""}, {""subject"": ""unsafe_skill"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""unsafe_decision"", ""evidence"": ""the first officer's initiation of the landing flare at a relatively high altitude and his delay in reducing the throttles to idle, along with the captain's delay in manually deploying the speed brakes after touchdown""}]",success
20161028X93712,"[{""text"": ""The absence of a protective coating, over time, could lead to corrosion pitting."", ""role"": ""Maintenance"", ""tier"": ""unsafe_perception""}, {""text"": ""Although neither stray plating nor cracks were found as part of the ASB inspection, corrosion repair was completed on the accident cylinder, and it underwent brush cadmium plating per maintenance instructions before being returned to service."", ""role"": ""Maintenance"", ""tier"": ""unsafe_decision""}, {""text"": ""FedEx reportedly adopted the 9-year overhaul interval used by the previous owner/operator of the first DC10s it purchased. The company produced no documentation or data analysis supporting the longer overhaul interval."", ""role"": ""Operator"", ""tier"": ""unsafe_decision""}]","{""unsafe_perception"": [""The absence of a protective coating, over time, could lead to corrosion pitting.""], ""unsafe_decision"": [""Although neither stray plating nor cracks were found as part of the ASB inspection, corrosion repair was completed on the accident cylinder, and it underwent brush cadmium plating per maintenance instructions before being returned to service."", ""FedEx reportedly adopted the 9-year overhaul interval used by the previous owner/operator of the first DC10s it purchased. The company produced no documentation or data analysis supporting the longer overhaul interval.""]}","[{""subject"": ""unsafe_perception"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_decision"", ""evidence"": ""The absence of a protective coating, over time, could lead to corrosion pitting.""}, {""subject"": ""unsafe_decision"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""unsafe_perception"", ""evidence"": ""Although neither stray plating nor cracks were found as part of the ASB inspection, corrosion repair was completed on the accident cylinder, and it underwent brush cadmium plating per maintenance instructions before being returned to service.""}, {""subject"": ""unsafe_decision"", ""relation"": ""LEADS_TO"", ""object"": ""operator_limits"", ""evidence"": ""FedEx reportedly adopted the 9-year overhaul interval used by the previous owner/operator of the first DC10s it purchased. The company produced no documentation or data analysis supporting the longer overhaul interval.""}]",success
20110517X80339,"[{""text"": ""The captain placed the gear handle in the down position and waited for all three landing gear down-and-locked annunciator lights to illuminate green. However, only the \u201cNOSE\u201d, \u201cRH\u201d, and \u201cL\u201d illuminated."", ""role"": ""Captain"", ""tier"": ""unsafe_skill""}, {""text"": ""The captain said he was not concerned about the horn and elected not to go-around and run the Quick Reference Handbook (QRH) checklists, since all three landing gear down annunciators were illuminated."", ""role"": ""Captain"", ""tier"": ""unsafe_decision""}]","{""unsafe_skill"": [""The captain placed the gear handle in the down position and waited for all three landing gear down-and-locked annunciator lights to illuminate green. However, only the \u201cNOSE\u201d, \u201cRH\u201d, and \u201cL\u201d illuminated.""], ""unsafe_decision"": [""The captain said he was not concerned about the horn and elected not to go-around and run the Quick Reference Handbook (QRH) checklists, since all three landing gear down annunciators were illuminated.""]}","[{""subject"": ""unsafe_skill"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_decision"", ""evidence"": ""The captain placed the gear handle in the down position and waited for all three landing gear down-and-locked annunciator lights to illuminate green. However, only the \u201cNOSE\u201d, \u201cRH\u201d, and \u201cL\u201d illuminated. The captain said he was not concerned about the horn and elected not to go-around and run the Quick Reference Handbook (QRH) checklists, since all three landing gear down annunciators were illuminated.""}]",success
20120906X05700,"[{""text"": ""inattention to airspeed, pitch attitude, and engine power during the climb"", ""role"": ""Flight crew"", ""tier"": ""unsafe_skill""}, {""text"": ""delayed action in reducing back pressure and increasing nose-down pitch"", ""role"": ""Flight crew"", ""tier"": ""unsafe_decision""}]","{""unsafe_skill"": [""inattention to airspeed, pitch attitude, and engine power during the climb (Flight crew)""], ""unsafe_decision"": [""delayed action in reducing back pressure and increasing nose-down pitch (Flight crew)""]}","[{""subject"": ""unsafe_skill"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_decision"", ""evidence"": ""The flight crew's inattention to airspeed, pitch attitude, and engine power during the climb led to a delayed action in reducing back pressure and increasing nose-down pitch.""}]",success
20110330X05145,"[{""text"": ""The B737 Captain and First Officer did not brief the maneuver or contingencies before complying with the ATC request, and there was no briefing made to the flight attendants or passengers."", ""role"": ""Flight crew"", ""tier"": ""unsafe_decision""}]","{""unsafe_decision"": [""The B737 Captain and First Officer did not brief the maneuver or contingencies before complying with the ATC request, and there was no briefing made to the flight attendants or passengers.""]}","[{""subject"": ""unsafe_decision"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_skill"", ""evidence"": ""The B737 Captain and First Officer did not brief the maneuver or contingencies before complying with the ATC request, and there was no briefing made to the flight attendants or passengers.""}]",success
20110607X83931,"[{""text"": ""The flight crew followed the quick reference handbook directions to troubleshoot the landing gear issue without success."", ""role"": ""Flight Crew"", ""tier"": ""unsafe_decision""}]","{""unsafe_decision"": [""The flight crew followed the quick reference handbook directions to troubleshoot the landing gear issue without success.""]}","[{""subject"": ""unsafe_decision"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_skill"", ""evidence"": ""The flight crew followed the quick reference handbook directions to troubleshoot the landing gear issue without success.""}]",success
20150811X22104,"[{""text"": ""The ZDV controller did an excellent job of relaying known weather information to the flight crew."", ""role"": ""ATC personnel"", ""tier"": ""unsafe_skill""}, {""text"": ""However, the ZDV controller did not issue the displayed weather to the flight as required by Federal Aviation Administration (FAA) Order 7110.65, 'Air Traffic Control.' The ZDV controller also failed to disseminate significant PIREP information to the incident flight crew as required by FAA Order 7110.65."", ""role"": ""ATC personnel"", ""tier"": ""unsafe_decision""}, {""text"": ""The company dispatcher who provided the flight crew with the initial and revised preflight weather briefings did not provide adequate weather information to the flight crew because it did not include information about the thunderstorm activity forecast along the flight route, and the dispatcher subsequently failed to provide the flight crew with complete and timely weather information, including weather radar data information, while the flight was en route to the destination airport."", ""role"": ""Flt operations/dispatcher"", ""tier"": ""unsafe_decision""}]","{""unsafe_skill"": [""The ZDV controller did an excellent job of relaying known weather information to the flight crew.""], ""unsafe_decision"": [""However, the ZDV controller did not issue the displayed weather to the flight as required by Federal Aviation Administration (FAA) Order 7110.65, 'Air Traffic Control.' The ZDV controller also failed to disseminate significant PIREP information to the incident flight crew as required by FAA Order 7110.65."", ""The company dispatcher who provided the flight crew with the initial and revised preflight weather briefings did not provide adequate weather information to the flight crew because it did not include information about the thunderstorm activity forecast along the flight route, and the dispatcher subsequently failed to provide the flight crew with complete and timely weather information, including weather radar data information, while the flight was en route to the destination airport.""]}","[{""subject"": ""unsafe_decision"", ""relation"": ""LEADS_TO"", ""object"": ""operator_physical"", ""evidence"": ""The ZDV controller's failure to provide significant weather information and the dispatcher's inadequate briefing led to the flight crew's decision to continue into the thunderstorms, resulting in hail damage.""}, {""subject"": ""unsafe_skill"", ""relation"": ""LEADS_TO"", ""object"": ""operator_physical"", ""evidence"": ""The ZDV controller's failure to issue known weather information and the dispatcher's incomplete briefings led to the flight crew's poor decision-making, which resulted in encountering hail.""}]",success
20100112X10853,"[{""text"": ""The first officer attempted to get assistance from United's maintenance control, but a difficulty with radio communications prevented effective assistance."", ""role"": ""Maintenance"", ""tier"": ""unsafe_decision""}, {""text"": ""Just prior to touchdown, the Captain acknowledged the correct checklist instruction, but called for the engines to be shut down prior to touchdown."", ""role"": ""Pilot"", ""tier"": ""unsafe_skill""}]","{""unsafe_decision"": [""Just prior to touchdown, the Captain acknowledged the correct checklist instruction, but called for the engines to be shut down prior to touchdown.""], ""unsafe_skill"": [""The first officer attempted to get assistance from United's maintenance control, but a difficulty with radio communications prevented effective assistance.""]}","[{""subject"": ""unsafe_skill"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""unsafe_decision"", ""evidence"": ""The Captain's incorrect call for engine shutdown prior to touchdown coincided with the first officer's difficulty in obtaining maintenance assistance.""}, {""subject"": ""unsafe_decision"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_skill"", ""evidence"": ""The decision by the flight crew to follow an incorrect checklist instruction led to improper engine shutdown timing, impacting their skillful execution of the landing.""}]",success
20140211X00047,"[{""text"": ""the crew was aware that the airplane was picking up \u201ca little bit\u201d of ice"", ""role"": ""crew"", ""tier"": ""unsafe_perception""}, {""text"": ""overreliance on automation for the activation and proper operation of the ice and rain protection system resulted in their failure to adequately monitor the system and respond appropriately when it did not activate automatically"", ""role"": ""crew"", ""tier"": ""unsafe_decision""}]","{""unsafe_perception"": [""the crew was aware that the airplane was picking up \u201ca little bit\u201d of ice""], ""unsafe_decision"": [""overreliance on automation for the activation and proper operation of the ice and rain protection system resulted in their failure to adequately monitor the system and respond appropriately when it did not activate automatically""]}","[{""subject"": ""unsafe_perception"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_decision"", ""evidence"": ""the crew was aware that the airplane was picking up a little bit of ice, which led to their overreliance on automation for the activation and proper operation of the ice and rain protection system""}]",success
20140314X21725,"[{""text"": ""the captain's decision to abort the takeoff after rotation"", ""role"": ""Pilot"", ""tier"": ""unsafe_decision""}, {""text"": ""the flight crew's failure to verify that the airplane's flight management computer was properly configured for takeoff"", ""role"": ""Flight crew"", ""tier"": ""unsafe_skill""}]","{""unsafe_decision"": [""the captain's decision to abort the takeoff after rotation - Pilot""], ""unsafe_skill"": [""the flight crew's failure to verify that the airplane's flight management computer was properly configured for takeoff - Flight crew""]}","[{""subject"": ""unsafe_decision"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_perception"", ""evidence"": ""The captain's decision to reject the takeoff after rotation led to a heightened perception of the airplane's state.""}, {""subject"": ""unsafe_skill"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""unsafe_decision"", ""evidence"": ""Both the flight crew's failure to verify the FMC configuration and the captain's decision to reject the takeoff after rotation indicate poor skill in following procedures.""}]",success
20180419X80338,"[{""text"": ""The captain might have questioned the validity of the initial fire warning."", ""role"": ""pilot"", ""tier"": ""unsafe_decision""}, {""text"": ""The flight crew might have thought that the fire had been extinguished, especially since the cabin crew could not confirm if the engine was still on fire."", ""role"": ""pilot"", ""tier"": ""unsafe_decision""}, {""text"": ""Maintenance personnel improperly fitted the FM-13 hose seal, allowing fuel to leak from the FM-13 hose to the rigid fuel pipe interface."", ""role"": ""maintenance"", ""tier"": ""unsafe_skill""}]","{""unsafe_decision"": [""The captain might have questioned the validity of the initial fire warning. (pilot)"", ""The flight crew might have thought that the fire had been extinguished, especially since the cabin crew could not confirm if the engine was still on fire. (pilot)""], ""unsafe_skill"": [""Maintenance personnel improperly fitted the FM-13 hose seal, allowing fuel to leak from the FM-13 hose to the rigid fuel pipe interface. (maintenance)""]}","[{""subject"": ""unsafe_decision"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""unsafe_skill"", ""evidence"": ""The captain's decision to delay landing and the maintenance personnel's improper fitting of the FM-13 hose seal both contributed to the fire duration.""}, {""subject"": ""unsafe_decision"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""unsafe_perception"", ""evidence"": ""The flight crew's perception that the fire had been extinguished due to the disappearance of primary engine fire warning indications and their decision not to land immediately.""}, {""subject"": ""unsafe_skill"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""operator_physical"", ""evidence"": ""The improper fitting of the FM-13 hose seal, which is a physical task, led to fuel leakage and contributed to the fire duration.""}]",success
20091020X05636,"[{""text"": ""The captain stated in an interview that the flight was lined up on approach to runway 27L and when the flight was cleared to land on 27R he maneuvered for the side step and lined up on 'the next brightest set of lights' he saw."", ""role"": ""Captain"", ""tier"": ""unsafe_decision""}, {""text"": ""The first officer was preoccupied with attempting to tune and identify the ILS frequency for runway 27R."", ""role"": ""First Officer"", ""tier"": ""unsafe_skill""}]","{""unsafe_decision"": [""'the next brightest set of lights' he saw - Captain"", ""preoccupied with attempting to tune and identify the ILS frequency for runway 27R - First Officer""]}","[{""subject"": ""unsafe_decision"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_skill"", ""evidence"": ""The captain stated in an interview that the flight was lined up on approach to runway 27L and when the flight was cleared to land on 27R he maneuvered for the side step and lined up on 'the next brightest set of lights' he saw.""}]",success
20190504X04947,"[{""text"": ""Omitted Checklist Step"", ""role"": ""Flight crew"", ""tier"": ""unsafe_skill""}, {""text"": ""Failed to Prioritize Attention"", ""role"": ""Captain"", ""tier"": ""unsafe_decision""}]","{""unsafe_skill"": [""Omitted Checklist Step - Flight crew""], ""unsafe_decision"": [""Failed to Prioritize Attention - Captain""]}","[{""subject"": ""unsafe_skill"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_decision"", ""evidence"": ""The captain's oversight in not checking the speedbrake handle as part of the Landing checklist due to omitted steps led to an increased workload and plan continuation bias.""}, {""subject"": ""unsafe_skill"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_decision"", ""evidence"": ""The first officer's lack of experience in monitoring the approach, leading to failure to note that the speedbrake handle had not been armed, contributed to an unstabilized approach.""}, {""subject"": ""unsafe_decision"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""unsafe_violation"", ""evidence"": ""The captain's decision to continue with the approach despite multiple cues for a missed approach and increased workload coincided with his violation of SOPs by not performing necessary checks.""}, {""subject"": ""unsafe_decision"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""operator_limits"", ""evidence"": ""The captain's decision to continue the approach was influenced by plan continuation bias and increased workload, which are limitations in his ability to make sound decisions.""}, {""subject"": ""unsafe_violation"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""operator_limits"", ""evidence"": ""The captain's violation of SOPs by not checking the speedbrake handle and performing additional tasks while approaching in bad weather coincided with his increased workload.""}]",success
20191108X21802,"[{""text"": ""The captain stated that it was second nature to use the trim switch on the yoke."", ""role"": ""Captain"", ""tier"": ""unsafe_skill""}, {""text"": ""Maintenance personnel reported that they partially removed the switch before deciding to defer the maintenance per the minimum equipment list. The maintenance personnel then reinstalled the switch but did not perform a functional test because the switch was a deferred maintenance item."", ""role"": ""Maintenance Personnel"", ""tier"": ""unsafe_decision""}]","{""unsafe_skill"": [""The captain stated that it was second nature to use the trim switch on the yoke.""], ""unsafe_decision"": [""Maintenance personnel reported that they partially removed the switch before deciding to defer the maintenance per the minimum equipment list. The maintenance personnel then reinstalled the switch but did not perform a functional test because the switch was a deferred maintenance item.""]}","[{""subject"": ""unsafe_skill"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""unsafe_decision"", ""evidence"": ""The captain's habitual use of the pitch trim switch coincided with maintenance personnel's decision to defer and incorrectly reinstall the switch.""}, {""subject"": ""unsafe_decision"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_skill"", ""evidence"": ""Maintenance personnel's incorrect installation led to the captain's inappropriate use of the placarded but not deactivated pitch trim switch.""}]",success
20181206X45642,"[{""text"": ""the flight crew justified continuing the approach, even though the tailwind component would be \u201cright on the edge\u201d of the company\u2019s 10-knot limit."", ""role"": ""Flight crew"", ""tier"": ""unsafe_decision""}, {""text"": ""The NTSB evaluated why the flight crew continued the approach to a landing. The captain reported that he had flown into BUR between 80 and 100 times. The captain also reported that his previous flights into BUR occurred in visual flight rules flight and without any significant precipitation."", ""role"": ""Flight crew"", ""tier"": ""unsafe_skill""}, {""text"": ""The NTSB recognized that, according to their postincident interviews, both flight crewmembers did not realize that the airplane touched down 2,500 ft from the runway threshold."", ""role"": ""Flight crew"", ""tier"": ""unsafe_perception""}]","{""unsafe_decision"": [""the flight crew justified continuing the approach, even though the tailwind component would be \u201cright on the edge\u201d of the company\u2019s 10-knot limit."", ""The captain reported that he had flown into BUR between 80 and 100 times. The captain also reported that his previous flights into BUR occurred in visual flight rules flight and without any significant precipitation.""], ""unsafe_perception"": [""The NTSB recognized that, according to their postincident interviews, both flight crewmembers did not realize that the airplane touched down 2,500 ft from the runway threshold.""]}","[{""subject"": ""unsafe_decision"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_perception"", ""evidence"": ""The flight crew's decision to continue the approach despite a higher-than-expected tailwind led to their misperception of the airplane's touchdown point.""}, {""subject"": ""unsafe_skill"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""unsafe_decision"", ""evidence"": ""The captain's experience and previous flights into BUR without significant precipitation coincided with his decision to continue the approach despite the tailwind being close to the company limit.""}]",success
